City,Province,Year,Make,Model,Price,Mileage,URL,Description,Rebuilt_Predicted
Warwick,QC,2018,Honda,Civic,20499,88000,facebook.com/marketplace/item/3505153003042727/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Civic Hatchback Automatic Sport in very good condition.New front brake.Possibility of having winter tires on mag.Accident vga,0
La Prairie,QC,2004,Honda,Civic,4200,172000,facebook.com/marketplace/item/304545752029695/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Reliable car with good maintenance, text me if you have any questions about the car, negotiable price,",0
Montreal,QC,2017,Honda,Civic,21350,106000,facebook.com/marketplace/item/598510309135104/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,*** You can leave us your phone number for a quicker Response!*** You can leave us your phone number for a faster answer!,0
Quebec,QC,2008,Honda,Civic,3200,190000,facebook.com/marketplace/item/624001176505485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2008 2 doors - 190,000 km - Automatic - Electric windows - Cruise Control - On winter tires in good condition (no summer tires) - Defectuous sound system - Air Air Air conditioning - Rust on the wingsAnd before the vehicle (see photos) - 2nd owner - Impeccable interior - Sold as what reason for the sale: purchase of a SUV",0
Montreal,QC,2012,Honda,Civic,8850,200000,facebook.com/marketplace/item/239219805704052/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda civic 2012 .Very good condition,clean and well maintained. ALWAYS WELL MAINTAINED!  RELIABLE AND SOLID VEHICULE!!  A/C OIL CHANGE 100% SYNTHETIC  GOOD BREAKS  GOOD SUSPENSIONS GOOD LINKS MOTOR TRANSMISSION AMAZING!MECANIC IS EXCELLENT NO REPAIR NEEDED Last maintenance done at Honda service reason for sale change of state ",0
Toronto,ON,2012,Honda,Civic,2700,127000,facebook.com/marketplace/item/2045770199088682/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Low kms 127,000!!!  Engine and transmission run and drive great without any issues or faults  No engine lights or any warning lights  Body is in great condition with no rust or damages   Fully loaded with bluetooth, heated seats, air conditioning/heat, eco mode and more!  Clean title, no accidents   These hondas are extremely reliable and amazing on gas  Doesnt need anything for safety, turn the key and drive  ",0
Toronto,ON,2013,Honda,Civic,2500,84000,facebook.com/marketplace/item/1317029535914773/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Automatic 1.8L I4 F SOHC 16V FWD, Navigation System, Back-Up Camera, Moonroof / Sunroof, Multi-Function Display, Electronic Messaging Assistance, Customizable Instrument Display, Bluetooth, USB Audio Input. CLEAN TITLE IN HAND ",0
Hamilton,ON,2009,Honda,Civic,2000,182000,facebook.com/marketplace/item/3583811858556051/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Selling 2009 Honda,-Civic 182000-Km in great running condition engine transmission perfect no light never in accidents amazing for gass selling because need bigger vehicle to small for my please only serious buyers come pick up anytime asking $2000 thank you   ",0
Toronto,ON,2009,Honda,Civic,6450,157000,facebook.com/marketplace/item/791439066010982/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2009 HONDA CIVIC DX..NO ACCIDENT CLEAN TITLE * Fresh front brakes (Rotors & Pads) * Well maintained * Fresh wimter tires * Power windows, power steering, power  * Automatic transmission * Previously rust-proofed (Krown) * Please don't ask if it's still available. The ad will be taken down when the car is sold. ** SOLD ASIS SHOULD BE PASS THE CERTIFICATION EASY... ",0
Toronto,ON,2019,Honda,Civic,5000,130000,facebook.com/marketplace/item/3499265197068611/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,nan,0
Toronto,ON,2016,Honda,Civic,4500,64000,facebook.com/marketplace/item/571274878395763/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Driven 64390 km Automatic transmission Exterior colour Black Fuel type: Petrol Excellent condition Clear history ,0
Mississauga,ON,2016,Honda,Civic,13599,112000,facebook.com/marketplace/item/1477491013024360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2016 HONDA CIVIC LX  REBUILT TITLE   LOW MILEAGE | CERTIFIED  | ALL SEASON + WINTER TIRES  NEW FRONT AND REAR BRAKES AND ROTORS RECENTLY REPLACED   THIS CAR COMES CERTIFIED WITH SAFETY FOR THE PRICE LISTED.  TRADES ARE WELCOME!  VIEWING IS BY APPOINTMENT ONLY!!  HST NOT INCLUDED IN THE PRICE ,1
Toronto,ON,2019,Honda,Civic,23950,74000,facebook.com/marketplace/item/1318471945739747/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2019 honda civic touring  Auto Fully loaded Navigation  Low km 74000 km No accident  Clean title Certify no extra charge $23950 plus hst Thank you for calling Carview Motors Inc, please call , we are located 1270 Finch Ave W Unit 7-8, you can view all of our inventory at carviewmotor.ca  ",0
Toronto,ON,2013,Honda,Civic,9500,188000,facebook.com/marketplace/item/971929864030153/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,nan,0
Toronto,ON,2010,Honda,Civic,9700,109000,facebook.com/marketplace/item/827760175591355/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"109,800kms, brand new front brakes, brand new Michelin Defender all-season tires, Android/Apple CarPlay touchscreen, and comes with set of winter tires.   Asking $9500 Sold safety certified!  Please call six-four-seven-eight-nine-one-five-six-nine-three ",0
Toronto,ON,2007,Honda,Civic,4700,176000,facebook.com/marketplace/item/198862602906829/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Selling 2007 Honda Civic Clean Tittle No issues at all  Ac/ Heater works Drivers amazing/ Engine / Transmission 10/10 Selling as is, first come with best offer takes it today.  ",0
Brampton,ON,2008,Honda,Civic,4999,190000,facebook.com/marketplace/item/306041925129928/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Civic HYBRID very nice car with low km recently change brakes ,suspension work done ,service done AC and heat working new tires and not rusty very good car for gas its hybrid if u wanna buy then can contact come for test drive any time thnx ",0
Toronto,ON,2018,Honda,Civic,1234,75000,facebook.com/marketplace/item/621931409758325/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Are you looking for a decked out Honda Civic? Well come on right up, here I have a 2018 Honda Civic SE! Added some body kit such as the front lip, side skirts, a big ass spoiler, roof visor and rear diffuser that will increase the car's down force. Not to mention this decked out civic will give a performance boost of 100 horsepower per body kit!! That's +500hp already!!! Additionally, I added some red caliper paint on this bad boy which adds 50hp PER CALIPER!! Thats a whopping +700hp already!! Still not convinced?? Well let me tell ya, these mugen style taillights has a 50% chance of making the ladies wet and 80% chance of breaking the guys' necks when you drive past them!! This car is a neck breaker broo!! (P.S. the hp mentioned above are just a joke if u are not a car guy lol, its just a regular base model honda civic).  Just testing waters, pls send me a good offer. ",0
Toronto,ON,2009,Honda,Civic,9500,137000,facebook.com/marketplace/item/606671201572834/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Price Negotiable  The car is in very good condition with all timely maintenances done. Drives perfectly with no issues whatsoever.  The car is equipped with winter tires, a 4k front and rear dash-cam. A custom screen with Apple car play and android auto capabilities.  ",0
Toronto,ON,2014,Honda,Civic,13500,172000,facebook.com/marketplace/item/2007468312932750/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,EXCELLENT CAR EX MODEL BACKUP CAMERA SIDE CAMERA SUNROOF HEATED SEAT AUTO CLIMATE CONTROL ,0
Markham,ON,2019,Honda,Civic,24000,79000,facebook.com/marketplace/item/179329438382239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,No acccidents  no damage  clean record ,0
Toronto,ON,2005,Honda,Civic,3500,195000,facebook.com/marketplace/item/1058951268808905/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2005 Honda Civic Si Sedan 4 Door  1.7 litre 4 cylinder engine amazing on gas  Si Fully Loaded Trim  Runs smoothly  Heated Mirror Automatic Sunroof  Auto Locks and Windows  AC and Heat both work well  Custom Rims  Very clean in n out  No accidents 0 damages or dents  Slightly loud muffler (not too loud) Clean Title  195,000 original kms   Message for more info and pics   OBO   No low ballers  Time wasters will be blocked  No holds!  Meet up in Markham  Thanks for viewing my ad ",0
Brampton,ON,2013,Honda,Civic,12000,112000,facebook.com/marketplace/item/1241305629907314/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Beautiful 2013 Honda Civic EX COUPE 2DR is up for sale. Runs excellent with no issues.  NO ACCIDENTS CLEAN CARFAX  SAFETY CERTIFIED  Fully loaded with Backup cam, Power windows, Bluetooth connection, Cruise control, Sunroof and a lot more!   Please DM for more information.  ****UPDATE: More pictures added on request   NO LOWEBALLERS, Serious Inquiries only! ",0
King,ON,2015,Honda,Civic,15900,147000,facebook.com/marketplace/item/5897118557054754/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2015 Honda Civic 4 door EX for sale. Great condition, no accidents while I have owned it.   Test drives and viewings this weekend!!  Car includes features such as: - Econ Mode - Tinted windows - Heated Seats - Cruise Control - Power Sunroof - Keyless Entry - Remote Start - Rearview Camera - Right Turn Camera - Smartphone Integration - Voice Command System - Touchscreen Control Panel  - Power Windows / Locks / Mirrors - HMDI, USB and 12V power ports  Car drives very well, and is excellent on gas. Just did a $900 maintenance on it to replace front breaks and rotors, service back breaks, recharge the AC, changed the oil and synthetic oil, and replaced air filter & cabin filter. ",0
Toronto,ON,2004,Honda,Civic,5900,63000,facebook.com/marketplace/item/194054823651362/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2004 Honda civic 1.7L Automotic Transmission. Certified  Original owner. Very low mileage  Engine and Transmission Still look like new. Everything works perfectly. One owner  Clean title. No accidents  A/C ice cold Asking $5900 OBO comes with safety ,0
Brampton,ON,2013,Honda,Civic,12300,143000,facebook.com/marketplace/item/995211568480135/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2013 Honda civic LX automatic transmission.  No accidents  Brand new winter and all season tires 145k Km.Very economical on fuel. 1.8 L engine. 4 cylinder engine. Loaded with heated seat, stereo with USB and aux connections, tilt steering wheel with controls cruise control, Bluetooth, hand off phone, rear split folding seat, clean title, lots more looks and drive great. Ready to drive. Safety included.  Carfax //vhr.carfax.ca/en-ca/?id=stS/kvMk2fCMpkt5U3LXrXsONQj9eK2t For More information contact me. ",0
Toronto,ON,2009,Honda,Civic,6500,191000,facebook.com/marketplace/item/344055674618769/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2009 Honda civic for sale very good shape. Brand new brakes all around also brand new tires just installed.  includes rain visors for all 4 doors shown in the back seat. Start and drive no problem  Safety can be done for an extra cost.    Message me for more details thank you. ,0
Brampton,ON,2004,Honda,Civic,4600,140000,facebook.com/marketplace/item/224993673849454/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Very low kilometres 140000 Everything works good Engine and transmission good Cheap on gas New control arms New breakpads New exhaust  New tires New break lines ,0
Toronto,ON,2015,Honda,Civic,14999,101000,facebook.com/marketplace/item/1332414584343476/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Selling low mileage Honda civic fully loaded.   Please call @     ,0
Hamilton,ON,2008,Honda,Civic,7500,120000,facebook.com/marketplace/item/832843681776397/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Clean car inside and out been well maintained  Only 120kms Power options   Please contact for more info   ,0
Toronto,ON,2016,Honda,Civic,14500,190000,facebook.com/marketplace/item/270093308993570/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,No accidents Vehicle is in good condition All seasons tires with rim ,0
Toronto,ON,2017,Honda,Civic,15888,176000,facebook.com/marketplace/item/183351274603680/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"PLEASE CALL OR TEXT FOR QUICK REPLY  416*878*5551  CLEAN TITLE EXTRA CLEAN BACK UP CAMERA BLUETOOTH  NEW BRAKES   Excellent condition inside and out, engine and transmission very smooth. Fresh oil change, and fully serviced by in-house licensed mechanic. Everything in proper working order, No mechanical issues.   Price includes SAFETY CERTIFICATION and 30 days or 5,000km WARRANTY from our service shop.   Extended warranty available at additional cost.   Dealer Sale, price plus HST and Licensing.   Celebrating 21 years in business. Family run car dealership and service station since 2002.   Financing available (good credit, bad credit, students, work visa)  Trade your vehicle in and save on taxes.   OPEN SUNDAYS BY APPOINTMENT ",0
Toronto,ON,2001,Honda,Civic,3600,145000,facebook.com/marketplace/item/112916568529673/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"runs and drives well,good body shape and interior,no accidents,3600$ ",0
Mississauga,ON,2013,Honda,Civic,10900,157000,facebook.com/marketplace/item/200233046084339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Selling my 2013 Honda Civic LX. This vehicle has a ""REBUILT"" title but drives with no issues at all. Nothing needed for safety. Power windows, AC Blows cold air, all fluids topped up and has no lights on the dash. Added spoiler. Selling for $10800 or best offer. Currently using it as a daily, first come first serve. ",1
Toronto,ON,2014,Honda,Civic,15995,123000,facebook.com/marketplace/item/3201435980162047/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2014 Honda Civic EX  Zero accidents  Honda Civic EX model loaded with Blind spot camera, Cruise control, Bluetooth Audio, Heated seats, Sunroof, Back up camera, Dual zone climate control, and more!  1.8L 4 Cylinder engine, this Honda Civic is fitted with one of the most reliable and efficient engine's in the market.   Financing available for everyone  Warranty available   Safety Certification $599  Contact us today!     235 Rayette Road unit 1B, Concord, L4K 2G1  #toronto#ontario#GTA#usedcars #cardealership#cars#2022#NorthYork#vaughan#concord#grgauto#honda#civic#hondacivic#sedan#hondasedan#efficient#reliablesedan#zeroaccidents ",0
Innisfil,ON,2010,Honda,Civic,7700,163000,facebook.com/marketplace/item/303131748839826/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic 2010 sedan Driven only 163300 km Good automatic transmission  And runs very well Ac and heat works  No lights on the dashboard  No rust and no problems  Only serious buyers will contact and selling ASIS. Call me if you are interested    ,0
Toronto,ON,2014,Honda,Civic,11000,120000,facebook.com/marketplace/item/592665876365353/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2014 Honda Civic EX (Please read description)   Rebuild title | Great on gas | Only 120,000 kms | Keyless Entry | Power Lock | Power Windows | Cruise Control | Back up Camera | Push Start | Sunroof | Heated Seats | Bluetooth | Blind Spot Camera | SOLD AS IS  Willing to negotiate on price. ",0
Mississauga,ON,2017,Honda,Civic,21000,90000,facebook.com/marketplace/item/1307427213206236/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Selling 2017 Honda Civic Silver. Car is in fabulous condition interior and exterior as seen in pictures. Car has been well maintained throughout all of ownership. Car comes with all season tires with over 70% tread. Car is full package including sunroof, power windows, lane assist, all around cameras, keyless entry, Push to Start, Bluetooth, Car Play, and more! Car is great on gas and equipped with Eco mode making it very efficient. Car is still available as long as add is still up, if you would like to see the car please message me. Lowballers will be ignored. Oil change and fluid top off has just been done and ready for a new driver. The car has no accidents or claims on it. Serious inquiries only.  ",0
Brampton,ON,2016,Honda,Civic,15000,165000,facebook.com/marketplace/item/1317457218857548/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2016 Honda Civic EX - Clean Title! 2 sets of wheels. Winter Tires INCLUDED!   * Sunroof * Walk Away Auto Lock * Upgraded Headlights & Reverse Lights * Heated Seats  * Dual Climate Control  * Push Start & Much More!   Price is firm. Has a minor claim. Reasonable offers will be considered. Low ballers will be ignored. ,0
Toronto,ON,2016,Honda,Civic,19999,134000,facebook.com/marketplace/item/809462954053836/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2016 Honda Civic EX  Clean title | Keyless Entry | Power Lock | Power Windows | Power Seats  | Cruise Control | Back up Camera | Push Start | Sunroof | Heated Seats | Bluetooth | Navigation | Blind Spot Camera   New All Tires  New Brakes    Remote Starter   $19,999 + HST & Lic Safety & certificate Included !!   Warranty Available    FINANCING AVAILABLE    MOTORWAY CARS  828 Eastern Ave, Toronto ON M4L 1A1 Phone:  ",0
Brampton,ON,2018,Honda,Civic,19950,129000,facebook.com/marketplace/item/1022092092535516/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Good on gas  Heated seats  Backup camera  Extra set of winter tires  Come and test drive  Dealership sale  This price dont includes hst  ,0
Brampton,ON,2017,Honda,Civic,22500,137000,facebook.com/marketplace/item/1321088298792807/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Safety certified 2017 civic touring Only 137000 kms, clean carfax no accident Wont last long Call me today  Serious enquiries only ",0
Brampton,ON,2008,Honda,Civic,5500,120000,facebook.com/marketplace/item/815321413366748/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2008 Honda Civic DX-G Has 120km body has 300k  Runs and drives perfect  Comes with winter tires  Has no issues whatsoever  Has no rust  Selling as is ,0
Toronto,ON,2018,Honda,Civic,25990,65000,facebook.com/marketplace/item/972651987175583/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda Civic sport hatchback 2018  No accidents  Clean sedan  Blind spot camera  Backup camera  1.5 turbo engine and much more   The price doesn't include HST AND LICENSING  ,0
Brampton,ON,2017,Honda,Civic,19800,119000,facebook.com/marketplace/item/209962445362428/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"We are UCDA member and OMVIC approved dealership, assuring you will be able to buy with confidence. Please call/text or email us to book a test drive and viewing.     2017 Honda Civic Ex - $10,899.99 Clean Title * 4 All Season Tires also  Financing options are available for good, bad or new credit scores.    CarFax Available upon viewing  * If not certified, as per OMVIC regulations the vehicle can't be driven and plated on the road (Licensed) if not CERTIFIED. * Can be certified for $499.99 * COME BY TO SEE THIS BEAUTIFUL VEHICLE, TAKE IT FOR A TEST DRIVE AND LET OUR EXPERIENCED ASSOCIATES HELP YOU THROUGHOUT YOUR PURCHASE   Call Text Us now at   ",0
Brampton,ON,2008,Honda,Civic,6499,199000,facebook.com/marketplace/item/2053765638288744/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2007 Honda Civic EX- ACCIDENT FREE- Sunroof-GTA  *Alloy wheels and Sunroof  *New like all season tires, Battery & Brakes.        * Low 205 KMS  *Excellent Condition- Engine & Transmission in perfect condition.                                   *Very clean inside and out, no paint damage  *Power windows  * 2 sets of key *AC and heat both work very well   *Great on gas                                                                                                                                                                                                    * Feel free to Bring your mechanic *Nothing required for safety  * Low ballers will be ignored                                                                 * CAD 6500 Selling as is ",0
Brampton,ON,2002,Honda,Civic,4200,174000,facebook.com/marketplace/item/841905587355776/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Car in new condition everything is new . New tyres , service before a weak , good in milage , everything works Ok  ",0
Brampton,ON,2006,Honda,Civic,6500,121000,facebook.com/marketplace/item/309626348127051/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Selling 2006 Honda Civic, automatic powered windows & locks, has A/C. Excellent running condition.  Certified  ",0
Brampton,ON,2016,Honda,Civic,13900,190000,facebook.com/marketplace/item/2481650701999847/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Financing available /  comes with Certified safety and warranty all includes the price call for more info    Address  60 Eastern Ave  Brampton 10 to 7pm except sundays (my name Wasi) ,0
Brampton,ON,2008,Honda,Civic,6800,194000,facebook.com/marketplace/item/1368848123727911/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic 2008 194756km No engine oil leakage  0% rust Everything works good Need nothing for safety   ,0
Toronto,ON,2012,Honda,Civic,9990,167000,facebook.com/marketplace/item/3737951093146126/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"1.8L SOHC 16-valve i-VTEC I4 engine 5-speed Automatic Transmission Front wheel drive Power Windows Power Door Locks Cruise Control Air Conditioning Intelligent multi-information display (i-MID) iMID TFT display, text message capability, Bluetooth audio AM/FM/CD/MP3/WMA 4-speaker audio system Bluetooth HandsFreeLink USB audio interface 4-wheel anti-lock braking system (ABS) Brake assist Traction Control Airbags Immobilizer Security System Alloy Wheels Has accident Has carfax report, ask dealer The vehicle is in working and running condition. However, in order to sell it at the lowest price possible we will sell it by an As Is contract. The following statement is required for all vehicles being sold As Is as required by OMVIC. ""This vehicle is being sold ""as -is"", unfit, not e-tested and is not represented as being in a road worthy condition, mechanically sound or maintained at any guaranteed level of quality. The vehicle may not be fit for use as a means of transportation and may require substantial repairs at the purchaser's expense. It may not be possible to register the vehicle to be driven in its current condition."" Note: Our prices do not include HST, license plate fee, and certification fees. ",0
Toronto,ON,2013,Honda,Civic,7900,187000,facebook.com/marketplace/item/679620574029759/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda Civic 2013 Engine and Transmission good No mechanical issues. Rebuilt Winter tires included   ,1
Newmarket,ON,2017,Honda,Civic,18500,113000,facebook.com/marketplace/item/1018971512886975/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Potentially would be willing to sell my beloved first car. Looking to upgrade to a truck for work purposes.   CASH only. NO Accidents & Clean Title.  Car is in immaculate shape.   Please no low ballers or time wasters. ,0
Toronto,ON,2015,Honda,Civic,16500,130000,facebook.com/marketplace/item/127408483744999/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"CALL  $16,500  NEW SET OF TIRES BONUS Like-New Honda Civic New tires Newly serviced Safety tested ",0
Ajax,ON,2015,Honda,Civic,13790,171000,facebook.com/marketplace/item/244933035055591/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Well maintained Civic, LX Model, Automatic, Power Windows and Mirrors, Air Conditioning, BlueTooth, Heated Seats, Back-Up Camera, Vertified and Ready.  1 Year Power-Train Warranty. Low Mileage Auto 777 Kingston Road West, Ajax  ",0
Toronto,ON,2013,Honda,Civic,12999,167000,facebook.com/marketplace/item/840972247644477/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic 2013 EX Mileage: 167,000  Car is in a great shape and very well maintained.    - Brand New Battery - Almost New all season tire installed - Almost new Brake pads + Rotors.ii  ***AC needs to be fixed*** May cost upto $500  Only serious buyers please.  ",0
Hamilton,ON,2015,Honda,Civic,13500,169000,facebook.com/marketplace/item/613457977441355/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"2015 Honda Civic LX Selling Certified  $13,500 plus tax  Financing Available  One Owner  Clean Title Get Approved  Call for any details  .  Financing available ",0
Mississauga,ON,2018,Honda,Civic,27000,70000,facebook.com/marketplace/item/3224008467899484/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Vehicle donot have single issue, in good condition, new tires are installed, only driven to yard from home  ",0
Ajax,ON,2013,Honda,Civic,10599,195000,facebook.com/marketplace/item/821911166050427/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Hi I have this 2013 honda civic lx for only $10599 comes with safety call me for more information thank you ..  ,0
Brampton,ON,2019,Honda,Civic,24500,89000,facebook.com/marketplace/item/327344639622122/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Safety certified 2019 civic LX Only 89000 kms Wont last long Call me today  Serious enquiries only ,0
Toronto,ON,2019,Honda,Civic,24299,81000,facebook.com/marketplace/item/1953633878326383/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Price listed online reflects an applied finance credit of $1500. Cash price may differ.   - 30 Days or 2,000 Km Comprehensive Coverage - Reconditioned by Factory Trained Technicians - 90 Days or 5,000 Km Powertrain Coverage  AUTO,POWER PKG,HEATED SEATS,BACKUP CAMERA  P10561 ",0
Woolwich,ON,2010,Honda,Civic,10000,154000,facebook.com/marketplace/item/994692601567525/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"As close to perfection as a used car can get. 2010 Honda Civic Sport! Excellent condition, 2 owner car. Great service records. Includes safety.  Includes: -Factory sport package -Alloy wheels with premium Michelin tires installed -Leather wrapped steering wheel with Cruise control  -Power windows/Locks/Mirrors -2 key fobs -Aux -Heated mirrors and rear glass -Sunroof -Rip free, smoke free interior -2 sets of genuine Honda mats, all weather and carpet, including rubber trunk mat -Original books  A deal at $10,000 plus HST and licensing. Safety included, extended warranty and financing available. Can be shown by appointment.  ",0
Brampton,ON,2009,Honda,Civic,7000,192000,facebook.com/marketplace/item/1057687721879940/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"I have got a new car ,that's why m selling this car Civic sports  Model-2009 With sunroof  Km- 192000  All factions working   Serious buyer only  ",0
Brampton,ON,2008,Honda,Civic,6200,120000,facebook.com/marketplace/item/824177679322913/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2008 Honda Civic DX-G Has 120km on engine  Has no issues  A/C blows cold  Comes with winter tires  Feel free to check it out  Sold as is. with safety additional price  ,0
Toronto,ON,2008,Honda,Civic,5999,193000,facebook.com/marketplace/item/1480429152531200/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2008 Honda civic.Great Condition no issues.It's a four four. Engine size: -1 L Driven=193.310 km ,0
Toronto,ON,2011,Honda,Civic,7900,178000,facebook.com/marketplace/item/185792164498984/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Hi I'm Selling my 2011 Honda Civic Top of the Model comes with Sunroof, Beige interior, Leather seats, Heated Seats, Heated side Mirrors and branded Michelin tires is installed on the car has no issues it's driving and running perfectly. Selling As-is ",0
Toronto,ON,2019,Honda,Civic,23999,88000,facebook.com/marketplace/item/250410364125242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2019 Honda Civic LX No issue  Carfax available   Finance available  23999 plus tax and fees  Dealer in north york  ,0
Mississauga,ON,2017,Honda,Civic,18500,167000,facebook.com/marketplace/item/663827785348090/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Selling my Honda Civic 2017 ex. Odometer is 167k.  Apple/android car play New brake pads and rotors safety certified 2 months ago Ready to sell in as is condition Car is in great condition. Msg me for more information. Selling for 18500. Negotiable ,0
Mississauga,ON,2018,Honda,Civic,23990,50000,facebook.com/marketplace/item/1315575189044652/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2018 HONDA CIVIC SE ACCIDENT FREE LANEASSIST  PUSH BUTTON Backup CAM  LOADED  CERTIFICATION 599 FINANCE AVAILABLE   Price is plus hst and licencing ,0
Cambridge,ON,2010,Honda,Civic,11500,161000,facebook.com/marketplace/item/668282188539394/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,161k km Booking clean Antirust system in the car Well maintained car Feel free to message Winter tires with RIM included Safety will be done ,0
Toronto,ON,2010,Honda,Civic,8000,163000,facebook.com/marketplace/item/841231680943450/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,Honda civic 2010 sedan Driven only 163300 km Good automatic transmission  And runs very well Ac and heat works  No lights on the dashboard  No rust and no problems  Only serious buyers will contact and selling ASIS. Call me if you are interested ,0
Toronto,ON,2018,Honda,Civic,20000,114000,facebook.com/marketplace/item/1031113361220986/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"Honda Civic Touring Turbo - no issues! Recently changed the brake pad, rotor, oil and wiper. Zero accidents and only one owner(myself). Bought it brand new! Has no issues with the car. ",0
